obs_ID,initMutPop_1,initMutPop_10,initMutPop_30,initMutPop_50,initMutPop_70
1,0,0,0,1,1
2,0,0,1,0,1
3,0,0,0,1,1
4,0,0,0,1,1
5,0,1,0,1,1
6,0,0,1,0,1
7,0,0,1,0,1
8,0,0,1,0,1
9,0,0,0,1,1
10,0,0,1,0,1
11,0,1,1,0,1
12,0,0,0,1,1
13,0,1,0,0,1
14,0,1,1,0,1
15,0,0,1,0,1
16,0,0,1,1,1
17,0,1,1,0,1
18,0,0,0,0,1
19,0,0,0,1,1
20,0,0,0,1,0
21,0,1,0,1,1
22,0,0,0,1,0
23,0,0,0,0,1
24,0,0,0,1,1
25,0,0,0,1,1
26,0,0,0,1,1
27,0,0,1,1,1
28,0,0,0,0,0
29,0,0,1,0,0
30,0,1,1,1,1
31,0,0,1,0,1
32,0,0,1,1,1
33,0,0,0,0,0
34,0,1,0,1,1
35,0,0,0,1,1
36,0,0,0,1,1
37,0,1,1,1,1
38,0,1,1,1,0
39,0,0,0,0,1
40,0,0,0,1,1
41,0,1,0,0,1
42,1,0,0,1,0
43,0,0,1,1,1
44,0,0,0,1,1
45,0,0,0,1,1
46,0,0,0,1,1
47,0,0,0,0,1
48,0,0,0,1,0
49,0,0,0,0,1
50,0,0,0,1,0
51,0,0,0,1,1
52,0,0,0,1,1
53,0,0,1,0,1
54,0,0,0,0,1
55,0,0,0,1,1
56,0,0,0,0,1
57,0,0,1,0,1
58,0,0,0,0,1
59,0,0,0,0,1
60,0,1,1,1,1
61,0,0,0,1,1
62,0,0,0,1,0
63,0,0,0,1,1
64,0,0,1,1,1
65,0,1,0,0,1
66,0,0,0,1,0
67,0,0,1,0,1
68,0,0,0,1,1
69,0,0,0,1,1
70,0,0,1,0,1
71,0,0,0,1,1
72,0,1,0,1,1
73,0,0,0,0,1
74,0,0,0,0,0
75,0,0,1,1,1
76,0,0,1,0,1
77,0,0,1,0,1
78,0,0,0,1,0
79,0,0,0,1,1
80,0,1,0,0,1
81,0,1,0,1,1
82,0,0,1,1,0
83,0,0,0,1,1
84,0,0,0,1,1
85,0,1,0,1,1
86,0,0,1,1,1
87,0,0,0,0,1
88,0,1,1,1,0
89,0,1,1,0,1
90,0,1,0,0,0
91,0,1,0,1,1
92,0,0,0,0,1
93,0,0,0,1,1
94,0,0,0,1,1
95,0,0,0,0,1
96,0,0,1,0,0
97,0,0,0,0,1
98,0,0,0,1,1
99,0,1,0,1,1
100,0,1,1,1,1
101,0,1,1,1,1
102,0,0,0,0,1
103,0,0,0,0,0
104,0,0,1,1,1
105,0,0,1,0,1
106,0,0,0,1,1
107,0,0,1,1,1
108,0,1,0,0,1
109,0,0,1,1,1
110,0,0,0,1,1
111,0,1,1,0,1
112,0,0,0,0,1
113,0,0,1,1,1
114,0,0,0,1,1
115,0,1,0,1,1
116,0,0,0,1,1
117,0,1,1,0,0
118,0,0,0,0,1
119,0,0,0,1,1
120,0,0,0,0,1
121,0,0,0,0,1
122,0,0,1,1,1
123,0,0,0,0,0
124,0,0,0,0,1
125,0,0,0,1,1
126,0,0,1,1,1
127,0,0,1,1,1
128,0,0,0,0,1
129,1,0,0,1,1
130,0,0,1,1,1
131,0,0,1,1,1
132,0,0,1,1,1
133,0,0,0,1,1
134,0,0,0,1,1
135,0,0,1,1,0
136,0,0,0,1,1
137,0,0,1,1,0
138,0,0,0,1,1
139,0,0,0,1,1
140,0,0,0,0,0
141,0,0,0,0,0
142,0,0,0,1,1
143,0,0,0,1,1
144,0,0,0,1,0
145,0,0,0,1,1
146,0,0,0,1,1
147,0,1,0,0,1
148,0,0,0,1,1
149,0,0,0,1,1
150,0,0,0,0,0
151,0,0,1,0,1
152,0,0,1,1,1
153,0,0,0,0,1
154,0,0,0,0,1
155,0,0,0,1,0
156,0,0,1,1,1
157,1,1,0,0,1
158,0,0,0,1,1
159,0,0,1,1,1
160,0,1,0,1,0
161,0,0,0,1,0
162,0,0,0,1,1
163,0,0,1,1,1
164,0,0,0,0,1
165,0,0,0,0,0
166,0,0,1,0,1
167,0,0,1,1,1
168,0,0,0,0,0
169,0,1,1,1,1
170,1,0,0,0,1
171,0,0,1,1,1
172,0,0,0,0,0
173,0,0,0,1,1
174,0,1,0,1,1
175,0,0,0,0,1
176,0,0,0,1,1
177,0,0,1,1,1
178,0,1,0,0,1
179,0,0,0,1,1
180,0,0,0,0,1
181,0,0,1,1,1
182,0,0,0,1,1
183,0,1,1,1,0
184,0,0,1,0,1
185,0,0,0,0,1
186,0,1,0,0,1
187,0,0,1,1,0
188,0,0,0,0,0
189,0,1,0,1,1
190,0,0,1,0,1
191,0,0,0,1,0
192,0,0,0,1,1
193,0,0,0,1,0
194,0,1,0,0,1
195,0,0,0,0,0
196,0,1,1,0,0
197,0,0,1,1,1
198,0,0,0,0,0
199,0,1,0,1,0
200,0,0,0,1,1
201,0,0,0,1,1
202,0,0,0,1,0
203,0,0,1,0,0
204,0,0,0,1,1
205,0,0,0,0,1
206,0,0,1,1,0
207,1,0,0,1,0
208,0,0,1,1,1
209,0,0,0,1,0
210,0,0,0,1,1
211,0,0,0,0,0
212,0,0,0,1,1
213,0,0,1,1,1
214,0,0,0,1,1
215,0,0,0,0,1
216,0,0,1,0,1
217,0,0,0,0,1
218,0,0,0,1,0
219,0,0,1,0,1
220,0,0,0,1,0
221,0,0,0,0,1
222,0,1,1,1,1
223,0,0,1,1,1
224,0,0,0,0,1
225,0,1,1,1,1
226,0,0,1,1,0
227,0,0,0,1,1
228,0,0,0,1,0
229,0,0,1,0,1
230,0,0,0,1,0
231,0,0,0,0,1
232,0,0,0,0,1
233,0,0,1,1,0
234,0,0,1,1,1
235,0,0,1,1,1
236,0,0,0,0,1
237,0,0,0,1,1
238,0,0,1,0,1
239,0,0,0,0,1
240,0,0,0,1,1
241,0,0,0,1,1
242,0,0,0,1,1
243,0,0,0,1,1
244,0,0,1,1,1
245,0,0,0,0,1
246,0,0,0,1,1
247,0,0,1,1,0
248,0,1,0,1,1
249,0,0,1,1,1
250,0,1,0,1,1
251,0,0,1,1,1
252,0,0,1,0,1
253,0,0,0,0,1
254,0,0,0,1,0
255,0,0,0,1,1
256,0,0,1,0,1
257,0,0,0,0,1
258,0,0,1,1,1
259,0,0,0,0,1
260,0,0,0,1,1
261,0,0,1,0,1
262,0,0,0,1,1
263,0,0,0,1,0
264,0,0,0,1,1
265,0,0,0,0,1
266,0,0,0,1,1
267,0,1,0,0,0
268,0,0,1,1,1
269,1,0,0,0,1
270,0,0,1,1,1
271,0,0,0,1,0
272,0,1,1,1,1
273,0,1,0,1,0
274,0,0,1,0,1
275,0,0,0,0,1
276,0,0,0,0,1
277,0,0,1,1,1
278,0,0,0,1,1
279,0,0,0,0,1
280,0,1,0,1,1
281,0,0,0,0,1
282,0,0,0,1,1
283,0,0,0,1,1
284,0,1,1,1,0
285,0,0,1,0,1
286,0,0,0,1,1
287,0,0,1,1,1
288,0,1,0,1,1
289,0,0,0,1,1
290,0,0,0,1,0
291,0,0,0,0,0
292,0,0,0,1,1
293,0,0,0,1,1
294,0,0,1,0,0
295,0,1,1,0,0
296,0,0,0,0,0
297,0,0,0,1,1
298,0,0,1,1,1
299,0,0,0,1,1
300,0,1,0,1,1
301,0,1,1,0,1
302,0,0,0,1,1
303,0,0,0,1,0
304,0,0,0,0,1
305,1,1,0,1,0
306,0,0,0,1,0
307,0,0,1,0,1
308,1,0,1,0,1
309,0,0,0,1,0
310,0,0,1,1,0
311,0,0,0,1,1
312,0,0,0,1,1
313,0,0,0,0,0
314,0,1,0,0,1
315,0,0,1,1,0
316,0,0,0,1,1
317,0,0,0,1,1
318,0,0,0,1,1
319,0,0,0,1,1
320,0,0,0,0,1
321,0,0,1,0,1
322,0,1,0,1,1
323,0,1,1,1,1
324,0,0,1,0,1
325,0,0,1,1,1
326,0,0,0,1,1
327,0,0,1,0,1
328,0,0,0,1,0
329,0,0,0,0,1
330,0,0,0,1,1
331,0,0,0,1,0
332,0,0,0,0,1
333,0,0,1,1,1
334,0,0,0,1,1
335,0,0,0,1,1
336,0,0,0,0,1
337,0,0,0,1,1
338,0,0,1,1,0
339,0,0,1,1,0
340,0,1,1,1,1
341,0,0,0,1,1
342,0,0,0,0,1
343,0,0,1,1,1
344,0,0,0,1,0
345,0,0,0,1,1
346,0,1,0,0,1
347,0,1,0,1,1
348,0,0,0,0,1
349,0,0,1,0,1
350,0,0,1,1,0
351,0,1,1,1,1
352,0,0,0,0,1
353,0,0,0,0,0
354,0,0,0,0,1
355,0,1,1,1,1
356,0,0,0,1,0
357,0,0,0,1,1
358,0,0,0,0,1
359,0,0,1,0,0
360,0,0,1,0,1
361,0,0,0,1,1
362,0,1,0,0,1
363,0,1,1,1,1
364,0,1,0,1,1
365,0,0,1,0,1
366,0,0,0,0,1
367,0,0,1,0,1
368,0,0,0,0,1
369,0,0,0,0,0
370,0,0,0,1,1
371,0,0,0,0,0
372,1,0,0,1,1
373,0,0,1,1,1
374,0,0,0,1,0
375,0,0,1,1,1
376,0,0,0,1,1
377,0,1,1,1,0
378,0,0,0,1,1
379,0,0,0,1,1
380,0,0,0,1,1
381,0,0,1,1,0
382,0,0,1,0,0
383,0,0,0,1,1
384,0,0,1,1,1
385,0,1,0,1,0
386,0,1,1,1,1
387,0,0,1,1,1
388,0,0,0,1,1
389,0,0,0,1,1
390,0,0,0,1,0
391,0,0,1,0,0
392,0,0,0,1,0
393,0,0,1,1,1
394,0,0,1,0,0
395,0,0,0,1,1
396,0,0,1,0,0
397,0,0,0,1,1
398,0,0,1,1,1
399,0,0,1,1,1
400,0,0,1,1,1
401,0,0,1,1,1
402,0,0,0,1,1
403,0,0,1,1,0
404,0,0,1,0,1
405,0,0,1,1,1
406,0,0,0,1,1
407,0,0,0,0,1
408,0,0,0,0,1
409,0,0,0,1,0
410,0,0,1,0,1
411,0,0,0,0,1
412,0,1,1,1,1
413,0,0,1,0,1
414,0,1,0,1,1
415,0,0,0,0,0
416,0,0,0,0,1
417,0,0,0,0,1
418,0,0,0,1,1
419,0,0,1,1,1
420,0,0,0,0,1
421,0,0,1,1,1
422,0,0,0,1,0
423,0,0,1,1,1
424,0,0,1,0,1
425,0,0,0,0,1
426,0,0,0,0,0
427,0,0,0,0,0
428,0,0,0,1,1
429,0,1,1,1,1
430,0,0,0,1,1
431,0,0,1,0,1
432,0,0,1,0,0
433,0,0,1,0,1
434,0,0,1,1,1
435,0,0,1,1,1
436,0,0,0,1,1
437,0,1,1,0,1
438,0,0,0,0,1
439,0,1,0,1,1
440,0,0,1,0,1
441,0,0,1,1,1
442,0,0,1,0,1
443,0,1,1,0,1
444,0,0,1,1,1
445,0,0,0,1,1
446,0,0,1,1,1
447,0,0,1,1,1
448,0,0,0,1,1
449,0,0,1,1,0
450,0,0,0,1,1
451,0,0,0,1,1
452,0,0,0,1,1
453,0,0,1,1,1
454,0,0,1,1,0
455,0,0,0,0,1
456,0,1,1,0,0
457,0,0,1,1,1
458,0,0,1,1,1
