obs_ID,initMutPop_1,initMutPop_10,initMutPop_30,initMutPop_50,initMutPop_70
1,8,650,634,396,552
2,2,566,728,728,338
3,2,1220,622,512,430
4,2,762,828,600,556
5,2,1066,796,658,806
6,2,674,504,240,288
7,2,612,768,544,642
8,815,918,642,1066,708
9,20,1034,738,734,446
10,2,570,894,542,546
11,6,1434,642,398,284
12,10,1360,612,542,284
13,2,31,880,610,552
14,52,1452,620,426,530
15,50,640,778,472,720
16,2,916,764,844,510
17,2,796,850,384,380
18,4,956,1014,702,656
19,2,602,694,1130,570
20,2,786,470,558,294
21,32,474,636,626,340
22,6,1120,662,942,294
23,6,812,382,602,436
24,10,1128,856,464,524
25,2,824,382,540,404
26,6,724,1132,544,322
27,2,914,938,644,638
28,4,952,1162,616,522
29,2,914,666,786,456
30,2,574,862,1008,832
31,8,1174,790,500,300
32,2,964,420,682,984
33,913,512,986,758,448
34,2,1158,722,478,352
35,2,768,590,468,536
36,763,746,662,616,340
37,2,43,548,370,474
38,2,1100,622,486,520
39,10,1226,674,726,312
40,2,710,1026,444,552
41,2,688,846,472,504
42,4,734,838,502,494
43,2,1202,674,522,566
44,757,63,680,780,424
45,4,940,740,614,348
46,6,754,804,514,316
47,6,1700,812,392,306
48,2,814,870,462,574
49,18,1000,680,556,386
50,2,794,610,648,560
51,959,996,766,438,780
52,2,1528,902,426,292
53,18,69,724,588,336
54,917,692,670,352,262
55,2,494,712,426,516
56,4,1198,426,444,482
57,30,784,894,770,346
58,2,73,896,412,584
59,54,876,1288,516,298
60,18,788,630,410,310
61,4,758,666,680,344
62,2,774,654,332,334
63,1009,416,528,562,242
64,617,45,394,710,446
65,2,644,310,284,454
66,14,634,678,760,320
67,1155,850,1032,592,352
68,16,1072,664,914,478
69,2,804,856,350,384
70,6,644,526,522,274
71,541,1046,1158,964,392
72,2,860,568,632,398
73,6,1158,874,290,462
74,2,63,432,522,466
75,2,45,612,522,542
76,10,782,982,456,506
77,2,998,608,534,674
78,2,972,746,782,396
79,32,894,654,648,376
80,1039,456,628,574,472
81,2,392,814,600,338
82,2,812,590,628,312
83,2,1048,1150,442,200
84,2,744,746,536,420
85,2,496,438,364,346
86,6,704,508,712,202
87,637,788,494,374,322
88,715,994,672,384,462
89,2,1130,546,400,204
90,779,686,518,326,302
91,2,788,940,664,472
92,767,1020,548,576,464
93,4,964,518,638,232
94,2,738,602,708,390
95,857,768,1684,440,470
96,6,702,846,604,464
97,685,1038,340,836,300
98,2,558,534,446,464
99,4,1086,598,658,490
100,2,728,732,410,530
101,48,1080,776,996,484
102,4,1346,492,360,324
103,959,676,1032,530,424
104,935,1172,664,364,278
105,2013,922,562,778,410
106,10,303,798,408,752
107,653,43,600,456,188
108,6,718,928,812,286
109,2,870,674,1042,254
110,52,636,938,562,342
111,2,1160,904,780,302
112,703,820,852,650,506
113,2,610,820,542,578
114,2,624,840,472,910
115,4,830,982,388,360
116,1259,596,848,564,534
117,2,1140,560,376,244
118,14,880,450,496,320
119,1129,914,724,694,1004
120,20,676,838,900,334
121,1057,820,516,376,672
122,2,1022,530,272,460
123,943,606,832,710,706
124,2,852,532,388,538
125,2,538,780,536,932
126,4,740,568,440,380
127,765,1134,766,528,924
128,833,772,758,338,260
129,10,488,996,864,518
130,783,1168,1032,694,640
131,2,632,716,702,174
132,4,736,920,588,454
133,901,494,862,532,480
134,917,756,620,436,452
135,867,1196,664,726,262
136,2,542,834,736,238
137,4,1018,704,656,434
138,2,542,740,418,392
139,4,582,688,740,348
140,2,858,642,1014,678
141,2,1298,776,352,220
142,667,642,1180,484,356
143,2,596,628,768,376
144,42,650,902,484,524
145,999,754,496,406,436
146,2,884,770,750,540
147,951,1094,388,748,334
148,927,916,744,420,198
149,2,974,550,476,526
150,40,702,772,448,182
151,2,870,670,894,286
152,2,768,844,610,226
153,811,658,692,546,344
154,1163,858,808,660,380
155,1061,814,420,512,376
156,1065,872,464,326,384
157,1047,978,414,300,476
158,959,986,456,962,418
159,28,49,502,362,1070
160,859,1080,640,590,266
161,1095,187,688,872,774
162,787,594,716,638,462
163,845,756,696,708,628
164,76,1244,726,504,516
165,6,686,568,798,390
166,631,820,734,482,694
167,2,1000,728,750,296
168,2,1496,762,600,434
169,2,1122,740,380,328
170,899,670,632,562,382
171,12,842,638,516,392
172,16,850,712,598,464
173,2,878,504,568,698
174,2,1290,540,712,346
175,2,718,914,530,604
176,789,602,942,632,502
177,4,1182,774,430,424
178,2,604,512,406,442
179,6,744,666,624,242
180,873,950,602,424,548
181,2,778,554,342,324
182,867,892,836,394,464
183,521,758,676,668,322
184,2,976,538,532,580
185,2,494,1068,940,398
186,2,1278,844,516,614
187,10,770,534,578,630
188,4,1118,476,448,392
189,2,770,550,562,378
190,2,678,1046,406,328
191,2,686,622,836,392
192,16,988,1168,598,298
193,2,45,720,542,510
194,2,594,994,548,158
195,2,992,654,746,342
196,40,1210,586,436,334
197,4,365,776,634,356
198,2,676,976,636,504
199,14,588,698,560,372
200,2,1074,318,488,330
201,877,834,890,338,410
202,2,718,752,462,738
203,2,930,632,518,758
204,597,848,430,790,390
205,2,834,1022,564,434
206,743,408,586,402,348
207,4,864,536,892,438
208,987,706,656,436,390
209,603,1082,708,514,400
210,2,772,1178,352,252
211,2,526,682,540,416
212,737,101,838,538,556
213,2,1050,676,654,272
214,2,740,498,654,364
215,557,820,518,202,288
216,2,1002,510,806,354
217,2,782,938,692,422
218,4,91,674,596,318
219,4,742,896,478,202
220,4,840,520,560,574
221,2,1282,298,698,470
222,8,982,756,368,462
223,2,914,798,258,506
224,2,894,658,716,344
225,2,872,646,424,432
226,2,424,704,412,128
227,2,780,896,636,230
228,2,770,442,654,392
229,6,850,580,382,822
230,2,1070,960,640,848
231,2,680,660,452,352
232,1463,930,774,590,634
233,2,752,550,464,408
234,2,1152,934,416,354
235,52,794,710,548,612
236,2,762,642,796,476
237,1275,1002,846,520,514
238,2,662,830,700,596
239,2,988,520,708,380
240,2,626,1010,560,526
241,2,904,624,862,430
242,1249,474,584,406,620
243,2,1416,640,708,244
244,12,604,896,380,452
245,8,1046,1068,472,414
246,2,1356,454,396,332
247,6,1094,616,422,210
248,8,576,924,408,786
249,2,774,814,398,654
250,2,792,1076,346,342
251,4,858,800,296,384
252,12,792,1190,418,390
253,2,1340,700,710,250
254,2,826,516,450,350
255,10,582,798,558,162
256,2,626,664,730,368
257,6,642,864,564,426
258,2,858,498,820,344
259,4,930,310,734,384
260,1081,958,972,918,884
261,843,814,742,642,408
262,2,1296,974,526,426
263,863,1082,660,448,364
264,8,866,670,656,482
265,2,918,1044,370,422
266,8,710,656,460,476
267,2,878,966,710,266
268,2,578,512,378,312
269,2,842,908,478,462
270,2,782,522,372,406
271,635,718,672,390,464
272,2,586,620,796,450
273,2,790,1092,570,342
274,865,814,590,812,544
275,577,850,1014,378,434
276,12,460,696,522,434
277,2,1016,856,642,558
278,847,750,924,514,362
279,2,720,520,558,264
280,40,1062,558,322,512
281,2,706,1314,540,596
282,2,1026,402,662,468
283,2,666,634,718,358
284,2,21,678,390,520
285,2,1072,856,358,468
286,12,864,954,518,586
287,737,1090,800,532,338
288,949,29,654,778,294
289,4,940,440,474,246
290,2,1024,476,466,606
291,1451,1054,714,584,442
292,2,1146,616,418,802
293,2,802,476,706,648
294,469,644,484,610,298
295,2,716,462,520,178
296,2,1072,556,866,582
297,2,81,540,606,580
298,2,824,556,330,592
299,8,29,590,538,340
300,14,632,352,810,194
301,18,894,872,410,296
302,609,862,750,558,250
303,4,938,334,372,526
304,4,1058,944,546,636
305,2,854,652,556,394
306,2,1014,558,602,450
307,1315,720,668,422,434
308,1075,750,624,532,366
309,6,802,698,462,414
310,2,646,550,434,162
311,2,906,470,626,264
312,2,864,978,492,310
313,12,666,546,602,610
314,2,1012,368,752,248
315,2,1246,492,712,470
316,100,1048,750,652,324
317,705,692,554,454,478
318,2,720,898,604,550
319,2,33,662,702,264
320,2,824,572,492,428
321,2,1006,1088,496,368
322,46,1072,556,526,456
323,855,778,600,654,448
324,2,894,658,570,436
325,1037,760,718,400,472
326,1049,674,632,478,624
327,2,570,670,424,310
328,2,1036,882,386,276
329,2,1082,638,1162,266
330,2,784,530,504,298
331,2,540,1008,534,284
332,2,896,468,646,536
333,1069,714,630,356,374
334,577,960,734,498,482
335,2,1044,820,820,314
336,2,1430,1066,470,424
337,2,864,822,492,346
338,2,900,478,1184,500
339,917,484,724,842,458
340,2,690,998,750,304
341,789,518,402,412,388
342,20,13,570,552,532
343,4,1234,734,538,500
344,8,588,1036,394,520
345,4,1006,726,654,372
346,4,860,550,480,324
347,2,964,512,950,304
348,1083,966,572,414,534
349,2,950,448,536,346
350,2,868,1126,542,286
351,2,968,454,644,268
352,2,946,926,322,276
353,863,842,1206,540,300
354,4,958,646,440,380
355,4,852,486,414,318
356,879,1056,460,674,538
357,2,670,674,546,696
358,777,35,1360,872,574
359,1231,1090,1112,574,180
360,8,838,1008,562,786
361,969,820,836,392,526
362,6,886,620,940,204
363,4,87,572,446,406
364,4,890,956,424,790
365,66,856,554,632,522
366,527,1300,570,686,332
367,44,1018,824,464,450
368,977,964,892,722,408
369,2,1016,1008,858,324
370,10,994,530,556,838
371,849,792,742,1034,388
372,2,682,1038,396,262
373,591,630,656,442,436
374,2,1090,694,328,320
375,2,1288,682,972,352
376,2,742,706,442,506
377,2,860,850,848,348
378,4,778,794,590,348
379,953,806,364,512,410
380,2,1184,586,732,294
381,2,852,736,484,442
382,2,1134,486,644,580
383,4,874,724,498,358
384,8,750,550,878,370
385,2,1136,1222,556,446
386,543,800,900,746,468
387,10,31,628,566,528
388,849,830,612,642,450
389,767,566,702,364,296
390,8,690,626,566,264
391,4,754,934,768,264
392,2,976,492,472,338
393,2,988,1282,420,1006
394,60,1042,482,786,500
395,2,494,584,406,262
396,2,864,460,940,788
397,10,654,402,526,554
398,2,760,748,248,390
399,961,1444,758,580,288
400,669,1306,334,946,544
401,769,656,766,548,424
402,2,760,854,404,176
403,4,730,694,586,344
404,12,926,544,524,422
405,589,946,722,516,496
406,937,736,866,1176,274
407,2,788,762,314,308
408,4,710,596,532,432
409,2,860,824,444,298
410,2,173,686,268,488
411,2,1082,914,462,370
412,2,890,390,548,338
413,10,666,970,706,218
414,20,744,454,884,342
415,751,1060,1138,574,564
416,2,540,574,456,344
417,2,1074,728,934,212
418,2,972,792,706,426
419,70,758,574,394,554
420,70,686,732,452,506
421,1145,1310,674,672,312
422,2,684,784,714,496
423,32,1154,674,424,284
424,12,892,756,888,288
425,2,668,916,626,242
426,1083,884,698,582,276
427,14,926,784,356,800
428,2,1006,690,860,638
429,12,892,610,402,270
430,829,1088,784,400,342
431,6,778,634,690,404
432,1029,996,480,396,846
433,1061,1018,1032,754,804
434,2,840,610,186,542
435,2,678,788,432,544
436,6,1146,500,656,242
437,889,846,878,922,402
438,2,422,668,462,488
439,2,824,1022,690,356
440,2,816,450,386,530
441,2,976,606,492,196
442,2,860,1022,584,370
443,2,962,428,664,614
444,1257,702,884,674,334
445,6,874,502,700,470
446,2,1098,582,442,604
447,2,800,700,1102,466
448,967,768,1144,434,544
449,2,818,858,566,494
450,2,720,842,820,546
451,761,1524,772,794,594
452,22,37,1120,528,752
453,4,678,680,654,244
454,16,87,714,604,280
455,2,934,658,486,510
456,28,1058,608,496,1042
457,2,770,376,850,732
458,12,918,1378,466,824
459,2,742,742,554,298
460,2,754,596,556,488
461,2,652,876,488,556
462,2,1014,624,824,552
463,6,900,862,476,670
464,2,672,634,912,982
465,20,1112,566,398,266
466,2,646,620,516,426
467,711,99,580,392,508
468,4,79,456,508,398
469,2,1104,648,470,474
470,4,1114,740,522,236
471,2,892,1340,440,598
472,2,694,786,390,256
473,6,1006,1468,544,184
474,6,57,568,568,228
475,759,606,476,590,274
476,2,47,1332,284,586
477,683,678,1194,442,694
478,6,752,1048,852,444
479,2,854,1026,416,420
480,34,860,632,446,1254
481,2,930,764,474,414
482,2,63,1064,506,412
483,36,870,590,636,486
484,2,802,704,806,428
485,2,1114,562,488,402
486,28,570,836,562,484
487,2,1148,514,402,328
488,4,704,990,586,336
489,2,1084,1354,702,480
490,1171,1350,918,536,260
491,2,882,1102,312,456
492,2,1252,970,648,282
493,829,47,618,454,368
494,2,1290,502,458,518
495,4,972,818,596,746
496,1345,900,686,338,246
497,2,886,800,610,196
498,763,538,1276,902,216
499,1357,1210,782,582,280
500,2,968,656,746,472
501,4,750,786,474,368
502,603,730,740,502,136
503,198,824,804,396,254
504,2,778,676,666,648
505,693,796,880,824,630
506,10,918,542,694,536
507,2,828,1020,926,406
508,4,668,452,406,410
509,8,1256,616,266,428
510,2,982,792,420,274
511,2,828,516,890,336
512,2,998,538,764,334
513,915,596,526,554,614
514,4,564,552,782,322
515,2,742,390,826,202
516,581,658,1118,1210,224
517,2,860,700,632,460
518,901,624,548,432,238
519,509,994,610,474,478
520,4,654,1192,524,502
521,66,185,650,538,434
522,2,936,626,358,360
523,218,1182,736,492,442
524,2,1098,848,490,296
525,527,1004,634,1228,636
526,4,832,826,804,254
527,2,636,712,636,592
528,1143,780,544,574,570
529,2,840,772,1008,746
530,729,752,770,460,892
531,18,804,618,474,520
532,2,620,710,966,288
533,2,860,532,268,530
534,2,992,780,278,288
535,2,954,508,426,378
536,2,938,574,808,364
537,2,914,926,798,758
538,4,1048,1202,562,416
539,4,1036,1086,454,220
540,2,840,1004,656,202
541,2,984,622,614,322
542,4,1070,406,374,376
543,731,892,392,550,306
544,2,728,686,684,1064
545,851,710,444,902,284
546,2,932,894,182,496
547,2,508,876,454,332
548,865,71,580,534,352
549,845,1020,458,778,626
550,735,1100,506,612,1174
551,2,792,910,362,352
552,12,1152,1466,550,590
553,24,1252,588,706,484
554,2,730,690,770,656
555,2,938,872,408,566
556,2,1162,494,526,488
557,2,756,806,770,460
558,4,746,606,536,578
559,2,808,448,596,398
560,991,1072,586,446,380
561,4,718,762,568,354
562,2,1000,1050,532,396
563,4,822,726,444,360
564,6,876,432,728,580
565,2,804,1102,574,360
566,2,784,400,576,424
567,4,462,760,362,432
568,12,804,564,506,448
569,2,916,916,574,436
570,86,860,970,656,470
571,2,688,614,646,222
572,8,536,982,370,476
573,2,618,538,466,516
574,2,1088,726,1118,396
575,2,682,648,320,404
576,2,734,898,836,266
577,8,566,898,458,282
578,2,670,652,520,488
579,2,538,1090,524,734
580,2,620,710,614,544
581,8,766,490,696,690
582,2,1138,934,1202,324
583,423,848,762,676,386
584,2,51,554,458,698
585,2,834,528,678,340
586,54,1136,674,390,828
587,2,848,780,592,270
588,1019,686,658,600,484
589,1163,790,612,446,298
590,2,1164,650,456,286
591,2,928,728,482,418
592,4,558,662,388,402
593,1329,872,530,604,416
594,2,1476,720,346,324
595,2,564,506,428,616
596,4,838,900,558,316
597,2,686,688,384,392
598,711,858,578,328,316
