obs_ID,initMutPop_1,initMutPop_10,initMutPop_30,initMutPop_50,initMutPop_70
1,0,0,0,1,1
2,0,0,1,1,1
3,0,0,1,1,1
4,0,0,0,0,0
5,0,0,0,1,1
6,0,1,0,1,0
7,0,0,1,0,1
8,0,1,1,1,1
9,0,0,1,0,0
10,0,0,1,0,1
11,0,0,0,1,1
12,0,0,0,0,0
13,0,0,0,0,0
14,0,1,1,1,1
15,0,0,0,1,1
16,1,0,1,0,0
17,0,0,0,0,0
18,0,0,1,0,1
19,0,1,1,0,0
20,0,0,0,0,1
21,0,0,0,0,1
22,0,0,0,0,0
23,0,0,0,0,1
24,0,0,1,0,1
25,0,1,0,1,0
26,0,0,0,0,0
27,0,0,0,1,1
28,0,0,0,1,1
29,0,0,0,1,1
30,0,1,0,1,1
31,0,0,1,1,1
32,0,1,0,1,0
33,0,0,1,1,0
34,0,0,0,1,0
35,0,0,1,0,0
36,0,0,0,0,1
37,0,0,0,1,1
38,0,0,1,0,0
39,0,0,0,1,1
40,0,0,0,1,1
41,0,0,1,1,1
42,0,0,1,1,1
43,0,1,0,1,1
44,0,1,0,0,1
45,1,0,0,1,1
46,0,0,0,0,1
47,0,0,0,0,0
48,0,0,0,0,1
49,0,0,1,1,1
50,0,0,0,1,1
51,0,0,1,0,1
52,0,1,1,0,1
53,0,0,0,1,0
54,0,0,1,0,1
55,0,0,1,1,1
56,0,0,1,1,1
57,0,0,0,0,0
58,0,0,0,0,0
59,0,0,0,0,0
60,0,0,1,0,1
61,0,0,0,1,1
62,0,0,0,0,1
63,0,0,1,0,0
64,0,0,0,0,1
65,0,0,1,0,1
66,0,0,1,0,1
67,0,0,0,1,0
68,0,0,0,1,1
69,0,0,0,0,0
70,0,0,0,1,1
71,0,0,0,1,1
72,0,0,0,0,0
73,0,0,0,1,1
74,0,0,1,1,1
75,0,0,1,0,0
76,0,0,0,0,1
77,0,1,1,0,1
78,0,1,0,1,0
79,0,0,1,1,0
80,0,0,0,0,1
81,0,0,0,1,1
82,0,0,0,1,1
83,0,0,1,0,1
84,0,0,0,0,1
85,0,1,0,1,0
86,0,0,1,1,1
87,0,0,0,1,1
88,0,0,1,1,1
89,0,0,0,1,0
90,0,0,1,1,1
91,0,0,1,1,1
92,0,0,0,0,1
93,0,0,1,1,0
94,0,0,1,1,1
95,0,0,1,1,1
96,0,0,0,1,1
97,0,0,0,1,0
98,0,0,0,0,1
99,0,0,1,1,0
100,0,1,0,1,0
101,0,0,0,1,1
102,0,0,0,0,1
103,0,0,0,0,1
104,0,0,0,1,1
105,0,0,0,1,1
106,0,0,0,0,1
107,0,0,1,1,1
108,0,0,0,1,1
109,0,0,0,1,1
110,0,1,0,1,1
111,0,0,1,0,1
112,0,0,0,0,1
113,0,0,0,0,1
114,0,0,0,0,0
115,0,0,1,1,0
116,0,1,0,0,1
117,0,0,1,1,0
118,0,0,0,1,0
119,0,0,0,1,1
120,0,0,0,0,1
121,0,0,0,0,1
122,0,1,1,0,0
123,0,0,0,1,1
124,0,0,1,0,1
125,0,0,1,0,1
126,0,0,0,1,1
127,0,0,1,0,1
128,0,0,1,0,1
129,0,1,1,1,0
130,0,0,0,1,1
131,0,0,1,1,1
132,0,0,0,1,1
133,0,1,0,1,0
134,0,0,1,0,1
135,0,0,1,1,1
136,0,1,1,1,1
137,0,0,1,1,1
138,0,0,0,0,1
139,1,0,0,0,1
140,0,0,1,0,1
141,1,0,1,1,1
142,0,0,0,0,0
143,0,0,0,1,1
144,0,0,0,0,0
145,0,0,0,1,0
146,0,0,1,0,0
147,1,0,0,1,0
148,0,0,0,0,1
149,0,0,0,0,0
150,0,0,0,0,0
151,0,0,0,1,0
152,0,0,0,1,0
153,0,0,0,0,1
154,0,0,1,0,1
155,0,0,1,0,1
156,0,0,1,0,1
157,0,0,1,1,0
158,0,0,1,0,1
159,0,0,0,0,1
160,0,0,0,0,1
161,0,0,0,0,1
162,0,0,0,0,1
163,0,0,1,0,1
164,0,0,1,1,0
165,0,1,0,0,0
166,0,0,0,1,1
167,0,0,0,0,0
168,0,0,0,0,1
169,0,0,0,0,0
170,0,0,0,0,1
171,0,1,1,1,1
172,0,0,1,0,1
173,0,0,0,0,1
174,0,0,0,1,1
175,0,0,0,0,1
176,0,0,1,1,1
177,0,0,0,1,1
178,0,0,0,0,0
179,0,0,0,1,1
180,0,0,1,1,1
181,0,1,0,1,1
182,0,0,0,1,1
183,0,0,0,0,1
184,0,0,0,1,0
185,0,0,0,0,1
186,0,0,0,0,1
187,0,1,1,0,0
188,0,0,0,1,1
189,0,0,1,0,1
190,0,0,0,1,1
191,0,0,0,0,0
192,0,1,0,1,0
193,0,0,1,1,1
194,0,0,1,0,0
195,0,0,0,0,1
196,0,0,0,1,0
197,0,0,0,0,0
198,0,0,1,0,1
199,0,0,0,1,0
200,0,0,0,0,1
201,0,1,0,0,0
202,0,0,1,1,1
203,0,1,0,1,1
204,0,1,0,1,1
205,0,0,0,1,0
206,0,0,0,1,0
207,0,0,1,0,0
208,0,1,0,1,1
209,0,0,0,1,1
210,0,0,0,0,0
211,0,0,0,0,0
212,0,0,0,0,0
213,0,0,0,0,1
214,0,0,0,0,1
215,0,0,1,1,1
216,0,0,0,1,0
